seeds , MCAR(0.2 none) , utrees , 0.4346039111559589 , 0.5959136617349894 , 0.0 , 0.0 , 0.0 , 0.8691980193476894 , 0.8536853032511892 , 0.9048306586170551 , 0.7547619047619049 , 0.9222222222222222 , 0.0 , 0.0 , 0.0 , [0.3324610788953399, 0.3323426559964981, 0.34297705100996007, 0.3357576730468006, 0.33859001176340237, 0.3404364170947244, 0.33141852340953626, 0.3415775088623283, 0.34184821570114876, 0.3139361032951221, 0.3316771516580714, 0.34071553174817587, 0.3357903881742486, 0.31763134379379954, 0.3275928186385213]  , 21.27267551422119 , 0.0 , 0.0 , 0.0 , 0.9287231570756473 , 0.9225472975872184 , 0.9437673142807241 , 0.0 , 0.0 , 0.0 , 0.6485722285578815 , 0.704991751085549 , 0.7929929591485066 , 0.0 , 0.0 , 0.0 , 0.9634046441709276 , 0.8849662524981026 , 0.9367726321074981 , 0.0 , 0.0 , 0.0 , 0.9360920475863002 , 0.902235911833887 , 0.9457897289314913 
glass , MCAR(0.2 none) , utrees , 0.5770957729255625 , 0.779542726901602 , 0.0 , 0.0 , 0.0 , 0.6222083420554616 , 0.3948118661290901 , 0.5707309939330609 , 0.6436647173489279 , 0.8465116279069768 , 0.0 , 0.0 , 0.0 , [0.481427316501822, 0.4744207914795189, 0.4764615738670251, 0.47494558942237936, 0.6034899737020908, 0.47457686421968825, 0.4763900080580177, 0.478112922562428, 0.47749618366609087, 0.4702836157098425, 0.47352460011674014, 0.48199867981476063, 0.46407083608166777, 0.5995747079319532, 0.6024940273783558]  , 30.453622738520302 , 0.0 , 0.0 , 0.0 , 0.567823007081906 , 0.4374548630776792 , 0.5665051778255561 , 0.0 , 0.0 , 0.0 , 0.434481863785526 , 0.25519687583794903 , 0.3222764764598303 , 0.0 , 0.0 , 0.0 , 0.7354191386061674 , 0.45828382085076635 , 0.6822883754740008 , 0.0 , 0.0 , 0.0 , 0.7511093587482479 , 0.4283119047499658 , 0.7118539459728562 
yeast , MCAR(0.2 none) , utrees , 0.3402921186539524 , 0.4151068259159048 , 0.0 , 0.0 , 0.0 , 0.5220111752456856 , 0.0681936756292647 , 0.47995328802149884 , 0.7486661050266781 , 0.9111111111111111 , 0.0 , 0.0 , 0.0 , [0.5056063953798411, 0.8548899755501222, 0.4816919480674715, 0.8521425012456403, 0.480454920628257, 0.8546055854973053, 0.5987426808249735, 0.8492889791772473, 0.8558766391452162, 0.8532393669634026, 0.474225527937842, 0.6038944188259951, 0.8550317537860284, 0.47427833723223034, 0.4759677874415065]  , 163.35729400316876 , 0.0 , 0.0 , 0.0 , 0.5512198673087533 , 0.08517836246554246 , 0.5412595322216149 , 0.0 , 0.0 , 0.0 , 0.4065752214259755 , 0.03927486463659987 , 0.331308845091379 , 0.0 , 0.0 , 0.0 , 0.5586396039163141 , 0.07384083043494859 , 0.4962542690736983 , 0.0 , 0.0 , 0.0 , 0.5716100083316992 , 0.07448064497996791 , 0.5509905056993032 
libras , MCAR(0.2 none) , utrees , 11.155075450790903 , 12.599083932696617 , 0.0 , 0.0 , 0.0 , 0.5827820256634634 , 0.3419092198905953 , 0.59182338762541 , 0.2664351851851852 , 0.7425925925925926 , 0.0 , 0.0 , 0.0 , [0.39881651225423936, 0.386730657142736, 0.3826799000382551, 0.39247770672189125, 0.37864264355673005, 0.40140050446851366, 0.3930640519413811, 0.38492095311187907, 0.3752801415955186, 0.38145328527206757, 0.3953924566482603, 0.38811295404475465, 0.3838187352594386, 0.3805221811615733, 0.3990949790479851]  , 5987.534844001134 , 0.0 , 0.0 , 0.0 , 0.6920595453928784 , 0.45512311580939036 , 0.7316477226477226 , 0.0 , 0.0 , 0.0 , 0.07820754173329297 , 0.06930008699669285 , 0.08222473043282004 , 0.0 , 0.0 , 0.0 , 0.8112754159420826 , 0.41760286781215566 , 0.790726039392706 , 0.0 , 0.0 , 0.0 , 0.7495855995855996 , 0.42561080894414227 , 0.7626950580283914 
planning_relax , MCAR(0.2 none) , utrees , 1.1666953560736768 , 1.5665280588873802 , 0.0 , 0.0 , 0.0 , 0.43141880158222773 , 0.4539607440877631 , 0.4455065147024699 , 0.8225287356321839 , 0.9747747747747747 , 0.0 , 0.0 , 0.0 , [0.3691229145741899, 0.3329028264052174, 0.3444176893759109, 0.3489839866662148, 0.3407629528861101, 0.3509693070968798, 0.3480217304299991, 0.33682120054247655, 0.3308940648329324, 0.33889556634876106, 0.32656937156369986, 0.33911440572169227, 0.3565602671404995, 0.3379710507739625, 0.36450220983960047]  , 47.58752473195394 , 0.0 , 0.0 , 0.0 , 0.3994260604430098 , 0.4176217244037112 , 0.4108038914490529 , 0.0 , 0.0 , 0.0 , 0.3970594979408538 , 0.5159847032384627 , 0.4495153437445285 , 0.0 , 0.0 , 0.0 , 0.4484427130482904 , 0.4361395376985906 , 0.45440630886855204 , 0.0 , 0.0 , 0.0 , 0.4807469348967576 , 0.44609701101028804 , 0.467300514747746 
blood_transfusion , MCAR(0.2 none) , utrees , 0.16778364043194013 , 0.18990815742220432 , 0.0 , 0.0 , 0.0 , 0.5975314872575547 , 0.5674275894120864 , 0.5925938464351778 , 0.9620958751393534 , 0.9555555555555559 , 0.0 , 0.0 , 0.0 , [0.46032845516651366, 0.45665258965045585, 0.4659394757407605, 0.4529619524262827, 0.466105080515493, 0.4556438660369512, 0.4625287950705322, 0.4618328280168994, 0.4584734378587333, 0.4701325013957972, 0.4617337619183878, 0.4546717398427725, 0.4627003581790067, 0.46482668841248226, 0.4526470773412209]  , 32.26610565185547 , 0.0 , 0.0 , 0.0 , 0.5587315331123451 , 0.5169218839969522 , 0.5271483687911129 , 0.0 , 0.0 , 0.0 , 0.6518887858173573 , 0.5945242170225927 , 0.6482981748182262 , 0.0 , 0.0 , 0.0 , 0.590736904970611 , 0.5752530051876307 , 0.5950270628896793 , 0.0 , 0.0 , 0.0 , 0.588768725129905 , 0.5830112514411697 , 0.5999017792416924 
breast_cancer_diagnostic , MCAR(0.2 none) , utrees , 2.0225335313360384 , 2.21482134128187 , 0.0 , 0.0 , 0.0 , 0.9598458156096458 , 0.9348269258607822 , 0.9563902421165205 , 0.5583882783882784 , 0.8046783625730994 , 0.0 , 0.0 , 0.0 , [0.41399724038709795, 0.4110971735736298, 0.4178090843984035, 0.3925235529806993, 0.4076490557821413, 0.418208871116406, 0.39841090945283525, 0.41114311432711836, 0.4113760046828619, 0.4121763796343945, 0.4096482108150416, 0.41373572474233833, 0.4052176746412878, 0.40789607971631725, 0.40890746032892444]  , 820.8917040030161 , 0.0 , 0.0 , 0.0 , 0.9592667952962073 , 0.9381120166694709 , 0.9545967427686208 , 0.0 , 0.0 , 0.0 , 0.9557957103178158 , 0.9268427663172822 , 0.9553146479010429 , 0.0 , 0.0 , 0.0 , 0.9559334666886993 , 0.9412337179228507 , 0.9571808521666589 , 0.0 , 0.0 , 0.0 , 0.9683872901358607 , 0.9331192025335248 , 0.9584687256297598 
connectionist_bench_vowel , MCAR(0.2 none) , utrees , 0.7993536815884649 , 0.949927288641433 , 0.0 , 0.0 , 0.0 , 0.6509283183591241 , 0.5298480403151619 , 0.7063077959193225 , 0.20286195286195288 , 0.7744107744107742 , 0.0 , 0.0 , 0.0 , [0.3865939905561745, 0.3873973100475183, 0.40000864117015705, 0.38583415977910296, 0.38143918597625315, 0.382268215395907, 0.38165452198491834, 0.3824694632365059, 0.3817331088873107, 0.38497647056920625, 0.38886398472817557, 0.38988858484799394, 0.38885115337167375, 0.3830651551322271, 0.37869540118433637]  , 194.53277134895325 , 0.0 , 0.0 , 0.0 , 0.6716818248937155 , 0.5585886473338759 , 0.6417083812200008 , 0.0 , 0.0 , 0.0 , 0.07670090150304701 , 0.26122102284649695 , 0.33784518553131376 , 0.0 , 0.0 , 0.0 , 0.9569156873547532 , 0.659590909680671 , 0.93907533997389 , 0.0 , 0.0 , 0.0 , 0.8984148596849814 , 0.639991581399604 , 0.9066022769520857 
concrete_slump , MCAR(0.2 none) , utrees , 0.8127094830164795 , 1.278274141455571 , 0.8254924131213645 , 0.3835009586658227 , 0.7134288237855579 , 0.0 , 0.0 , 0.0 , 0.7471544715447155 , 0.834920634920635 , 71.79199676798027 , 0.475 , 9.766184023923751 , [0.4165609175270062, 0.4011125285317251, 0.410066446013742, 0.40962621589231246, 0.4191737387966872, 0.40533589644204293, 0.4272687901475467, 0.41136188347855984, 0.4233031008587924, 0.4280011041381959, 0.37983348673332085, 0.42862956209625014, 0.4065812689240505, 0.39455246998605953, 0.4216841133107129]  , 10.207000017166138 , 0.8461201114752573 , 0.5819366643079207 , 0.7599323013068597 , 0.0 , 0.0 , 0.0 , 0.8023021994015248 , 0.37623508661892335 , 0.6808880142341157 , 0.0 , 0.0 , 0.0 , 0.8057604674895976 , 0.37145672866548174 , 0.746602897465654 , 0.0 , 0.0 , 0.0 , 0.8477868741190783 , 0.20437535507096483 , 0.6662920821356025 , 0.0 , 0.0 , 0.0 
wine_quality_red , MCAR(0.2 none) , utrees , 0.4696835641831364 , 0.5500614003882555 , 0.34757318685875943 , 0.2587905688909294 , 0.3520640758707616 , 0.0 , 0.0 , 0.0 , 0.8032838154808443 , 0.950625 , 85.19993065765209 , 0.6060606060606061 , 9.462560864297577 , [0.44449858712262247, 0.44410494482856455, 0.43783601229482993, 0.44515775095507193, 0.4438953996408451, 0.4446036327361457, 0.4383805231188933, 0.4471551645384097, 0.4414198068236977, 0.445962454632984, 0.4417191316667205, 0.4413272590329951, 0.4419569648993609, 0.4479163070371878, 0.44222384496987044]  , 293.14733839035034 , 0.3220754353572139 , 0.3090559819435616 , 0.32261851691297816 , 0.0 , 0.0 , 0.0 , 0.3179794107491871 , 0.23936276939034784 , 0.30841039143782256 , 0.0 , 0.0 , 0.0 , 0.4248786184391545 , 0.2965754033271723 , 0.4261354272369817 , 0.0 , 0.0 , 0.0 , 0.325359282889482 , 0.19016812090263577 , 0.35109196789526403 , 0.0 , 0.0 , 0.0 
wine_quality_white , MCAR(0.2 none) , utrees , 0.44579159176975636 , 0.500038104469646 , 0.3677915875091843 , 0.2511550564830787 , 0.3672378404525209 , 0.0 , 0.0 , 0.0 , 0.7887867959843458 , 0.9414965986394559 , 167.68002790977795 , 0.3 , 7.117183151836827 , [0.43639421611100837, 0.4405447187906512, 0.43689776044049444, 0.43806873603454344, 0.438886504141681, 0.43946820836033096, 0.4372274971690378, 0.43835285702462234, 0.44245342505656227, 0.43621411926238174, 0.43655315491024493, 0.43833186560813764, 0.4362242045522432, 0.4374257608042186, 0.4397475966498484]  , 1129.2253626982372 , 0.26226243231320173 , 0.2595130910084937 , 0.26945405033909225 , 0.0 , 0.0 , 0.0 , 0.29394420492349277 , 0.2349020797391083 , 0.28321382428983055 , 0.0 , 0.0 , 0.0 , 0.48789619189110195 , 0.29904449658813104 , 0.4851379245863555 , 0.0 , 0.0 , 0.0 , 0.42706352090894134 , 0.2111605585965817 , 0.43114556259480535 , 0.0 , 0.0 , 0.0 
california , MCAR(0.2 none) , utrees , 0.0 , 0.0 , 0.6559524382104802 , -2.2419588165312594 , 0.6478932913449319 , 0.0 , 0.0 , 0.0 , 0.5282138242894057 , 0.8472060723514212 , 713.8522628649795 , 0.2518518518518519 , 0.32843502646619427 , [0.426675454927925, 0.42904650368342995, 0.42521630005363187, 0.4262364234048196, 0.4279417420363695, 0.4234248440813535, 0.4233560067910308, 0.42487403066247975, 0.42225435055871874, 0.42518942363605555, 0.43044568194657096, 0.42580325420649484, 0.42659353606553785, 0.42888607577211235, 0.4266693703685466]  , 3368.2681876818338 , 0.5974351433111208 , -10.900524080802379 , 0.5835712568673166 , 0.0 , 0.0 , 0.0 , 0.3911435852061701 , 0.48743240567225604 , 0.4021804600870962 , 0.0 , 0.0 , 0.0 , 0.8043501729755761 , 0.7274466518658389 , 0.7942025095386835 , 0.0 , 0.0 , 0.0 , 0.8308808513490534 , 0.7178097571392472 , 0.8116189388866311 , 0.0 , 0.0 , 0.0 
bean , MCAR(0.2 none) , utrees , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.8039378647325311 , 0.7671602130504527 , 0.7947404783170323 , 0.15083884398726424 , 0.5470681846003183 , 0.0 , 0.0 , 0.0 , [0.4347670117402149, 0.43656328058341215, 0.41862631926300886, 0.4324226722875454, 0.424377780016616, 0.4248746150550534, 0.44144483785830324, 0.42507861588987605, 0.43320465359196864, 0.4347004185249509, 0.4298753271412399, 0.4205960014542216, 0.4388117481537766, 0.4325354405437823, 0.4349585134594975]  , 6776.173000335693 , 0.0 , 0.0 , 0.0 , 0.8359617424358183 , 0.7269196415488521 , 0.768074923368486 , 0.0 , 0.0 , 0.0 , 0.5081498776088602 , 0.4795466147096284 , 0.5407267073152732 , 0.0 , 0.0 , 0.0 , 0.9339874154986949 , 0.9313894825334803 , 0.9343164006262207 , 0.0 , 0.0 , 0.0 , 0.9376524233867524 , 0.9307851134098498 , 0.9358438819581489 
tictactoe , MCAR(0.2 none) , utrees , 1.1109660574412488 , 1.9556797577603557 , 0.0 , 0.0 , 0.0 , 0.9358369530453494 , 0.7634003464078145 , 0.8696015018710226 , 0.7976501305483029 , 0.6347222222222223 , 0.0 , 0.0 , 0.0 , [0.34701307980982554, 0.3522549223516222, 0.3494890470051403, 0.3366086804729549, 0.3415093056949931, 0.3336617386695502, 0.3387230946863408, 0.33553891647227885, 0.34674290424486853, 0.3438605769297404, 0.3526628213695309, 0.34768832382885134, 0.33644621208398234, 0.34925375764595756, 0.3302563797608081]  , 43.73420707384745 , 0.0 , 0.0 , 0.0 , 0.9787439883109307 , 0.7085764143892542 , 0.8560522604138628 , 0.0 , 0.0 , 0.0 , 0.7977119897747681 , 0.6762966918472352 , 0.7292702201029058 , 0.0 , 0.0 , 0.0 , 0.9822155903555884 , 0.8188752456221172 , 0.936678198917949 , 0.0 , 0.0 , 0.0 , 0.9846762437401109 , 0.8498530337726516 , 0.9564053280493724 
congress , MCAR(0.2 none) , utrees , 1.7130268199233714 , 2.302490421455935 , 0.0 , 0.0 , 0.0 , 0.9516305086647383 , 0.9412740474552271 , 0.9440720412429852 , 0.8597701149425288 , 0.9003831417624522 , 0.0 , 0.0 , 0.0 , [0.421685296569446, 0.40617897844394263, 0.3803528301636966, 0.4224672987756861, 0.4352516580225537, 0.4175558069588141, 0.3994359937991692, 0.41653936398073454, 0.43668743596199366, 0.42255474410233745, 0.39047300317574263, 0.41132335076641136, 0.39833573502514963, 0.40086608091894016, 0.4208500654936105]  , 42.28358483314514 , 0.0 , 0.0 , 0.0 , 0.9358413755825304 , 0.9320852157046302 , 0.9270076858208965 , 0.0 , 0.0 , 0.0 , 0.9599220687290092 , 0.9379631518526376 , 0.9478469601105811 , 0.0 , 0.0 , 0.0 , 0.9586559441335147 , 0.9527191391154417 , 0.9541234346824377 , 0.0 , 0.0 , 0.0 , 0.9521026462138992 , 0.9423286831481994 , 0.947310084358025 
car , MCAR(0.2 none) , utrees , 0.6433671008200758 , 1.1320236232987426 , 0.0 , 0.0 , 0.0 , 0.8441017490116488 , 0.74543176216292 , 0.8357262289913744 , 0.45793535938253743 , 0.464354527938343 , 0.0 , 0.0 , 0.0 , [0.3701928323725909, 0.3653891605107714, 0.3615971132760064, 0.3643825776082913, 0.36459077511463706, 0.3715995825068377, 0.36349477787919804, 0.36326798058841714, 0.3512310645795856, 0.36012951112095615, 0.3674495482453943, 0.356253490410921, 0.3767557282995606, 0.3808964449391735, 0.3759706648877175]  , 53.17653179168701 , 0.0 , 0.0 , 0.0 , 0.8649293999085294 , 0.7943900107149197 , 0.8437458331875772 , 0.0 , 0.0 , 0.0 , 0.6591272742228935 , 0.694447450455398 , 0.7078642718093793 , 0.0 , 0.0 , 0.0 , 0.8858295825073342 , 0.7086016184571875 , 0.8614167306154616 , 0.0 , 0.0 , 0.0 , 0.9665207394078383 , 0.7842879690241745 , 0.9298780803530798 
